Key,en,es,ar,fr
Balance Update From Admin,Balance Update From Admin,Actualización de saldo desde el administrador,تحديث الرصيد من المشرف,Mise à jour du solde depuis l'administrateur
Add Balance via,Add Balance via,Agregar saldo a través de,إضافة رصيد عبر,Ajouter un solde via
Useful Links,Useful Links,Enlaces útiles,روابط مفيدة,Liens utiles
Allow,Allow,Permitir,يسمح,Permettre
Decline,Decline,Rechazar,انخفاض,Déclin
Transaction request sended successfully!,Transaction request sended successfully!,¡Solicitud de transacción enviada exitosamente!,تم إرسال طلب المعاملة بنجاح!,Demande de transaction envoyée avec succès !
Added Money Canceled Successfully,Added Money Canceled Successfully,Dinero agregado cancelado exitosamente,تم إلغاء الأموال المضافة بنجاح,Argent ajouté annulé avec succès
Crypto Payment Address,Crypto Payment Address,Dirección de pago criptográfico,عنوان دفع التشفير,Adresse de paiement cryptographique
Transaction hash is required for verify,Transaction hash is required for verify,Se requiere hash de transacción para verificar,تجزئة المعاملة مطلوبة للتحقق,Le hachage de la transaction est requis pour la vérification
Transaction hash is not valid! Please input a valid hash,Transaction hash is not valid! Please input a valid hash,¡El hash de transacción no es válido! Por favor ingresa un hash válido,تجزئة المعاملة غير صالحة! الرجاء إدخال تجزئة صالحة,Le hachage de la transaction n'est pas valide ! Veuillez saisir un hachage valide
Insufficient amount added. Please contact with system administrator,Insufficient amount added. Please contact with system administrator,Cantidad insuficiente agregada. Por favor contacte con el administrador del sistema,تمت إضافة كمية غير كافية. يرجى الاتصال بمسؤول النظام,Quantité ajoutée insuffisante. Veuillez contacter l'administrateur système
Payment Confirmation Success,Payment Confirmation Success,Éxito de la confirmación del pago,نجاح تأكيد الدفع,Réussite de la confirmation de paiement
Gateway is not available right now! Please contact with system administration,Gateway is not available right now! Please contact with system administration,¡La puerta de enlace no está disponible en este momento! Por favor contacte con la administración del sistema.,البوابة غير متوفرة الآن! يرجى التواصل مع إدارة النظام,La passerelle n'est pas disponible pour le moment ! Veuillez contacter l'administration du système
No Action Executed!,No Action Executed!,¡No se ejecutó ninguna acción!,لم يتم تنفيذ أي إجراء!,Aucune action exécutée !
User Transaction Requirements Not Found!,User Transaction Requirements Not Found!,¡No se encontraron requisitos de transacción del usuario!,لم يتم العثور على متطلبات معاملة المستخدم!,Exigences de transaction utilisateur introuvables !
Pay With This Address,Pay With This Address,Pague con esta dirección,ادفع بهذا العنوان,Payez avec cette adresse
Request Amount,Request Amount,Cantidad de la solicitud,مبلغ الطلب,Montant de la demande
coinGate,Coin Gate,Puerta de monedas,بوابة العملة,Porte-monnaie
tatumPayment,Tatum Payment,Pago Tatum,دفع تاتوم,Paiement Tatum
payWithThisAddress,Pay With This Address,Pague con esta dirección,ادفع بهذا العنوان,Payez avec cette adresse
addressCopyTo,Address Copy To,Copia de dirección a,نسخ العنوان إلى,Copier l'adresse vers
limit,Limit,Límite,حد,Limite
password,Password,Contraseña,كلمة المرور,Mot de passe
customer Id,Customer Id,Identificación del cliente,هوية الزبون,N ° de client
house Number,House Number,Número de casa,رقم الدار,Numéro de maison
line 1,Line 1,Línea 1,خط 1,Ligne 1
enter Line1,Enter Line 1,Ingrese la línea 1,أدخل السطر 1,Entrez la ligne 1
create Card,Create Card,Crear tarjeta,إنشاء بطاقة,Créer une carte
add Fund,Add Fund,Agregar fondo,أضف الصندوق,Ajouter un fonds
fees And Charges,Fees And Charges,Tarifas y cargos,الرسوم والمصاريف,Frais et charges
Active,Active,Activo,نشيط,Actif
Banned,Banned,Prohibido,محظور,banni
Unverified,Unverified,Inconfirmado,لم يتم التحقق منها,Non vérifié
All,All,Todo,الجميع,Tous
Name,Name,Nombre,اسم,Nom
Message,Message,Mensaje,رسالة,Message
Send Message,Send Message,Enviar mensaje,أرسل رسالة,Envoyer le message
Mobile Number,Mobile Number,Número de teléfono móvil,رقم الهاتف المحمول,Numéro de portable
Back To,Back To,De regreso,ارجع الى,Retour à
Choose One,Choose One,Elige uno,اختر واحدًا,Choisissez-en un
Your KYC information is submited. Please wait for admin confirmation. When you are KYC verified you will show your submited information here.,Your KYC information is submited. Please wait for admin confirmation. When you are KYC verified you will show your submited information here.,"Se envía su información KYC. Espere la confirmación del administrador. Cuando esté verificado por KYC, mostrará la información enviada aquí.",تم إرسال معلومات KYC الخاصة بك. الرجاء الانتظار لتأكيد المشرف. عندما يتم التحقق من KYC، ستعرض معلوماتك المقدمة هنا.,"Vos informations KYC sont soumises. Veuillez attendre la confirmation de l'administrateur. Une fois votre vérification KYC effectuée, vous afficherez ici les informations que vous avez soumises."
Front,Front,Frente,أمام,Devant
Back,Back,Atrás,خلف,Dos
ID Type,ID Type,tipo de identificación,نوع الهوية,Type d'identification
Are you sure to,Are you sure to,¿Estás seguro de,هل أنت متأكد من ذلك,Êtes-vous sûr de
Last Replied,Last Replied,Última respuesta,آخر رد,Dernière réponse
Attachments,Attachments,Archivos adjuntos,المرفقات,Pièces jointes
Description,Description,Descripción,وصف,Description
Transaction ID,Transaction ID,ID de transacción,رقم المعاملة,identifiant de transaction
Hold,Hold,Sostener,يمسك,Prise
Rejected,Rejected,Rechazado,مرفوض,Rejeté
Waiting,Waiting,Espera,منتظر,En attendant
Time & Date,Time & Date,Hora Fecha,الوقت والتاريخ,Heure Date
Please follow the mimimum limit,Please follow the mimimum limit,Siga el límite mínimo,يرجى اتباع الحد الأدنى,Veuillez respecter la limite minimale
Please follow the maximum limit,Please follow the maximum limit,Siga el límite máximo,يرجى اتباع الحد الأقصى,Veuillez respecter la limite maximale
Charge,Charge,Cargar,تكلفة,Charge
No Record Found!,No Record Found!,¡Ningún record fue encontrado!,لا يوجد سجلات!,Aucun Enregistrement Trouvé!
Withdraw Money Log,Withdraw Money Log,Registro de retiro de dinero,سحب سجل الأموال,Journal de retrait d'argent
Add Card,Add Card,Agregar tarjeta,إضافة بطاقة,Ajouter une carte
ccv,ccv,ccv,ccv,cv
exp. end,exp. end,Exp. fin,إكسب. نهاية,exp. fin
TEST MODE,TEST MODE,MODO DE PRUEBA,وضع الاختبار,MODE D'ESSAI
CARD-BUY,CARD-BUY,COMPRA CON TARJETA,شراء البطاقة,ACHAT DE CARTE
FUNDED,CARD-FUND,TARJETA-FONDO,صندوق البطاقة,CARTE-FONDS
CARD-WITHDRAW,CARD-WITHDRAW,RETIRO DE TARJETA,سحب البطاقة,RETRAIT DE CARTE
Delete Account,Delete Account,Borrar cuenta,حذف الحساب,Supprimer le compte
Close,Close,Cerca,يغلق,Fermer
If you do not think you will use,If you do not think you will use,Si no crees que lo usarás,إذا كنت لا تعتقد أنك سوف تستخدم,Si vous ne pensez pas utiliser
"Ex: TRX ID, Add Money","Ex: TRX ID, Add Money","Ej: ID TRX, agregar dinero",على سبيل المثال: معرف TRX، إضافة أموال,"Ex : ID TRX, ajouter de l'argent"
Customer Reviews,Customer Reviews,Opiniones de los usuarios,آراء العملاء,Avis des clients
body_text_web,"again and like your account deleted, we can take care of this for you. Keep in mind you will not be able to reactivate your account or retrieve any of the content or information you have added. If you would still like your account deleted","nuevamente y como si tu cuenta fuera eliminada, podemos encargarnos de esto por ti. Tenga en cuenta que no podrá reactivar su cuenta ni recuperar el contenido o la información que haya agregado. Si aún deseas que se elimine tu cuenta",مرة أخرى، ومثلما تم حذف حسابك، يمكننا الاهتمام بهذا الأمر نيابةً عنك. ضع في اعتبارك أنك لن تتمكن من إعادة تنشيط حسابك أو استرداد أي من المحتوى أو المعلومات التي أضفتها. إذا كنت لا تزال ترغب في حذف حسابك,"encore une fois et comme votre compte a été supprimé, nous pouvons nous en occuper pour vous. Gardez à l’esprit que vous ne pourrez pas réactiver votre compte ni récupérer le contenu ou les informations que vous avez ajoutés. Si vous souhaitez toujours que votre compte soit supprimé"
Enter Subject,Enter Subject,Ingresar Asunto,أدخل الموضوع,Entrez le sujet
Write Here,Write Here,Escribe aquí,اكتب هنا,Écrivez ici
Withdraw Logs,Withdraw Logs,Retirar registros,سحب السجلات,Retirer les journaux
Virtual Card Logs,Virtual Card Logs,Registros de tarjetas virtuales,سجلات البطاقة الافتراضية,Journaux de cartes virtuelles
KYC Unverified,KYC Unverified,KYC no verificado,لم يتم التحقق من KYC,KYC non vérifié
Admin Care,Admin Care,Atención administrativa,رعاية المشرف,Soins administratifs
All Admin,All Admin,Todos los administradores,كل المشرف,Tous les administrateurs
Admin Role,Admin Role,Rol de administrador,دور المشرف,Rôle d'administrateur
Role Permission,Role Permission,Permiso de rol,إذن الدور,Autorisation de rôle
Email To Admin,Email To Admin,Enviar correo electrónico al administrador,البريد الإلكتروني إلى المشرف,Envoyer un e-mail à l'administrateur
Web Settings,Web Settings,Configuración web,إعدادات الويب,Paramètres Web
Basic Settings,Basic Settings,Ajustes básicos,الإعدادات الأساسية,Paramètres de base
Image Assets,Image Assets,Recursos de imagen,أصول الصورة,Actifs d’image
Setup SEO,Setup SEO,Configurar SEO,إعداد كبار المسئولين الاقتصاديين,Configurer le référencement
App Settings,App Settings,Ajustes de Aplicacion,إعدادات التطبيقات,Paramètres de l'application
Splash Screen,Splash Screen,Pantalla de bienvenida,شاشة البداية,Écran de démarrage
Onboard Screen,Onboard Screen,Pantalla integrada,شاشة على متن الطائرة,Écran embarqué
App URLs,App URLs,URL de aplicaciones,عناوين للتطبيق,URL des applications
Languages,Languages,Idiomas,اللغات,Langues
Setup Email,Setup Email,Configurar correo electrónico,إعداد البريد الإلكتروني,E-mail de configuration
Email Method,Email Method,Método de correo electrónico,طريقة البريد الإلكتروني,Méthode de courrier électronique
Setup KYC,Setup KYC,Configurar KYC,إعداد KYC,Configurer KYC
Setup Web Content,Setup Web Content,Configurar contenido web,إعداد محتوى الويب,Configurer le contenu Web
Home Banner,Home Banner,Banner de inicio,راية الصفحة الرئيسية,Bannière d'accueil
About Section,About Section,Acerca de la sección,حول القسم,À propos de la section
Work Section,Work Section,Sección de Trabajo,قسم العمل,Section Travail
Statistics Section,Statistics Section,Sección de Estadísticas,قسم الإحصائيات,Section Statistiques
Testimonials Section,Testimonials Section,Sección de Testimonios,قسم الشهادات,Section Témoignages
Blog Category,Blog Category,Categoría de blog,فئة المدونة,Catégorie de blog
Blog Section,Blog Section,Sección de blogs,قسم المدونة,Section Blogue
Contact Section,Contact Section,Sección de contacto,قسم الاتصال,Rubrique Contact
Footer Section,Footer Section,Sección de pie de página,قسم التذييل,Section de pied de page
Setup Pages,Setup Pages,Páginas de configuración,صفحات الإعداد,Pages de configuration
Extensions,Extensions,Extensiones,ملحقات,Rallonges
Payment Methods,Payment Methods,Métodos de pago,طرق الدفع,méthodes de payement
Automatic,Automatic,Automático,تلقائي,Automatique
Manual,Manual,Manual,يدوي,Manuel
Money out,Money out,salida de dinero,لم يبقى اي من المال,Plus d'argent
Push Notification,Push Notification,Notificación de inserción,دفع الإخطار,Notification push
Setup Notification,Setup Notification,Notificación de configuración,إشعار الإعداد,Notification de configuration
Send Notification,Send Notification,Enviar notificación,إرسال الإخطار,Envoyer une notification
Contact Messages,Contact Messages,Mensajes de contacto,رسائل الاتصال,Messages de contact
Bonus,Bonus,Prima,علاوة,Prime
GDPR Cookie,GDPR Cookie,Cookie RGPD,ملف تعريف الارتباط الناتج عن اللائحة العامة لحماية البيانات,Cookie RGPD
Server Info,Server Info,Información del servidor,معلومات الخادم,Informations sur le serveur
Clear Cache,Clear Cache,Galleta RGPD,مسح ذاكرة التخزين المؤقت,Vider le cache
Don't Have An Account?,Don't Have An Account?,¿No tienes una cuenta?,ليس لديك حساب؟,Vous n'avez pas de compte ?
Verification Center,Verification Center,Centro de verificación,مركز التحقق,Centre de vérification
Default,Default,Por defecto,تقصير,Défaut
Add Money Log,Add Money Log,Agregar registro de dinero,إضافة سجل الأموال,Ajouter un journal d'argent
This Month,This Month,Este mes,هذا الشهر,Ce mois-ci
Flutterwave Balance,Flutterwave Balance,Equilibrio de ondas de aleteo,توازن موجة الرفرفة,Équilibre des ondes flottantes
Stripe Issuing Balance,Strowallet Balance,Saldo de billetera,رصيد ستروولت,Solde du portefeuille
Strowallet Balance,Strowallet Balance,Saldo de billetera,رصيد ستروولت,Solde du portefeuille
Sudo Balance,Sudo Balance,Equilibrio sudo,سودو التوازن,Équilibre sudo
View,View,Vista,منظر,Voir
Monthly Add Money Chart,Monthly Add Money Chart,Gráfico mensual para agregar dinero,مخطط إضافة الأموال شهريًا,Tableau d'ajout d'argent mensuel
Monthly Virtual Card Chart,Monthly Virtual Card Chart,Gráfico mensual de tarjetas virtuales,مخطط البطاقة الافتراضية الشهرية,Tableau mensuel des cartes virtuelles
Announcement Analytics,Announcement Analytics,Análisis de anuncios,تحليلات الإعلان,Analyse des annonces
View Blogs,View Blogs,Ver blogs,عرض المدونات,Voir les blogs
User Analytics,User Analytics,Análisis de usuario,تحليلات المستخدم,Analyse des utilisateurs
View User,View User,Ver usuario,عرض المستخدم,Afficher l'utilisateur
Add Money Growth,Add Money Growth,Agregar crecimiento de dinero,إضافة نمو المال,Ajouter de la croissance monétaire
View Add Money,View Add Money,Ver Agregar dinero,عرض إضافة أموال,Voir Ajouter de l'argent
Latest Add Money,Latest Add Money,Última adición de dinero,أحدث إضافة المال,Dernier ajout d'argent
TRX,TRX,TRX,تي آر إكس,TRX
User,User,Usuario,مستخدم,Utilisateur
Method,Method,Método,طريقة,Méthode
Time,Time,Tiempo,وقت,Temps
Action,Action,Acción,فعل,Action
Completed,Completed,Terminado,مكتمل,Complété
Canceled,Canceled,Cancelado,ألغيت,Annulé
Today,Today,Hoy,اليوم,Aujourd'hui
1 week,1 week,1 semana,أسبوع 1,1 semaine
1 month,1 month,1 mes,شهر واحد,1 mois
Notifications clear successfully!,Notifications clear successfully!,¡Las notificaciones se borran correctamente!,تم مسح الإخطارات بنجاح!,Les notifications sont effacées avec succès !
Add Money request rejected successfully,Add Money request rejected successfully,Solicitud de Agregar dinero rechazada exitosamente,تم رفض طلب إضافة الأموال بنجاح,Demande d'ajout d'argent rejetée avec succès
Email send successfully!,Email send successfully!,¡Envío de correo electrónico exitoso!,إرسال البريد الإلكتروني بنجاح!,E-mail envoyé avec succès !
Opps! Failed to upload image.,Opps! Failed to upload image.,¡Ups! No se pudo cargar la imagen.,انتبه! فشل تحميل الصورة.,Oups ! Échec du téléchargement de l'image.
Role assign Failed!,Role assign Failed!,¡Error en la asignación de roles!,فشل تعيين الدور!,Échec de l'attribution du rôle !
New admin created successfully!,New admin created successfully!,¡Nuevo administrador creado exitosamente!,تم إنشاء المشرف الجديد بنجاح!,Nouvel administrateur créé avec succès !
Opps! Target admin not found!,Opps! Target admin not found!,¡Ups! ¡Administrador objetivo no encontrado!,انتبه! لم يتم العثور على المشرف المستهدف!,Oups ! Administrateur cible introuvable !
Failed to assign role.,Failed to assign role.,No se pudo asignar el rol.,فشل في تعيين الدور.,Échec de l'attribution du rôle.
Admin information updated successfully!,Admin information updated successfully!,¡La información del administrador se actualizó exitosamente!,تم تحديث معلومات المشرف بنجاح!,Les informations d'administration ont été mises à jour avec succès !
Admin Status Updated Successfully,Admin Status Updated Successfully,Estado de administrador actualizado correctamente,تم تحديث حالة المشرف بنجاح,Statut d'administrateur mis à jour avec succès
Admin role created successfully!,Admin role created successfully!,¡El rol de administrador se creó exitosamente!,تم إنشاء دور المشرف بنجاح!,Rôle d'administrateur créé avec succès !
Opps! Target not found!,Opps! Target not found!,¡Ups! ¡Objetivo no encontrado!,انتبه! لم يتم العثور على الهدف!,Oups ! Cible introuvable !
Admin role deleted successfully!,Admin role deleted successfully!,¡El rol de administrador se eliminó correctamente!,تم حذف دور المشرف بنجاح!,Rôle d'administrateur supprimé avec succès !
Permission created successfully!,Permission created successfully!,¡Permiso creado exitosamente!,تم إنشاء الإذن بنجاح!,Autorisation créée avec succès !
Target not found!,Target not found!,¡Objetivo no encontrado!,لم يتم العثور على الهدف!,Cible introuvable !
Permission not found!,Permission not found!,¡Permiso no encontrado!,لم يتم العثور على إذن!,Autorisation introuvable !
Permission updated successfully!,Permission updated successfully!,¡Permiso actualizado exitosamente!,تم تحديث الإذن بنجاح!,Autorisation mise à jour avec succès !
Permission deleted successfully!,Permission deleted successfully!,¡Permiso eliminado exitosamente!,تم حذف الإذن بنجاح!,Autorisation supprimée avec succès !
Role permission not found!,Role permission not found!,¡Permiso de rol no encontrado!,لم يتم العثور على إذن الدور!,Autorisation de rôle introuvable !
Permission assign successfully!,Permission assign successfully!,¡El permiso se asignó correctamente!,تم تعيين الإذن بنجاح!,Attribution d'autorisation réussie !
Admin deleted successfully!,Admin deleted successfully!,¡El administrador se eliminó exitosamente!,تم حذف المشرف بنجاح!,Administrateur supprimé avec succès !
Onboard Screen Added Successfully!,Onboard Screen Added Successfully!,¡Pantalla integrada agregada con éxito!,تمت إضافة الشاشة على متن الطائرة بنجاح!,Écran intégré ajouté avec succès !
Onboard screen not found!,Onboard screen not found!,¡No se encontró la pantalla integrada!,لم يتم العثور على الشاشة على متن الطائرة!,Écran embarqué introuvable !
Onboard screen Status Updated Successfully.,Onboard screen Status Updated Successfully.,Estado de la pantalla integrada actualizado correctamente.,تم تحديث حالة الشاشة الموجودة على اللوحة بنجاح.,Statut de l'écran intégré mis à jour avec succès.
Onboard screen information updated successfully!,Onboard screen information updated successfully!,¡La información de la pantalla a bordo se actualizó exitosamente!,تم تحديث معلومات الشاشة الموجودة على اللوحة بنجاح!,Les informations sur l'écran intégré ont été mises à jour avec succès !
Screen deleted successfully!,Screen deleted successfully!,¡Pantalla eliminada exitosamente!,تم حذف الشاشة بنجاح!,Écran supprimé avec succès !
Splash screen updated successfully!,Splash screen updated successfully!,¡La pantalla de bienvenida se actualizó correctamente!,تم تحديث شاشة البداية بنجاح!,Écran de démarrage mis à jour avec succès !
URL settings updated successfully!,URL settings updated successfully!,¡La configuración de URL se actualizó correctamente!,تم تحديث إعدادات URL بنجاح!,Paramètres d'URL mis à jour avec succès !
Email successfully sended,Email successfully sended,Correo electrónico enviado correctamente,تم إرسال البريد الإلكتروني بنجاح,E-mail envoyé avec succès
Contact Message delete successfully!,Contact Message delete successfully!,Contacto ¡Eliminación del mensaje exitosamente!,تم حذف رسالة الاتصال بنجاح!,Message de contact supprimé avec succès !
Cookie information updated successfully!,Cookie information updated successfully!,¡La información de las cookies se actualizó correctamente!,تم تحديث معلومات ملفات تعريف الارتباط بنجاح!,Les informations sur les cookies ont été mises à jour avec succès !
Withdraw Money Request Approved Successfully,Withdraw Money Request Approved Successfully,Solicitud de retiro de dinero aprobada exitosamente,تمت الموافقة على طلب سحب الأموال بنجاح,Demande de retrait d'argent approuvée avec succès
Withdraw Money Request Rejected Successfully,Withdraw Money Request Rejected Successfully,Solicitud de retiro de dinero rechazada exitosamente,تم رفض طلب سحب الأموال بنجاح,Demande de retrait d'argent rejetée avec succès
Payment gateway currency not found!,Payment gateway currency not found!,¡No se encontró la moneda de la pasarela de pago!,لم يتم العثور على عملة بوابة الدفع!,Devise de la passerelle de paiement introuvable !
Payment gateway currency deleted successfully!,Payment gateway currency deleted successfully!,¡La moneda de la pasarela de pago se eliminó correctamente!,تم حذف عملة بوابة الدفع بنجاح!,La devise de la passerelle de paiement a été supprimée avec succès !
gateway_name,gateway_name,nombre_puerta de enlace,gate_name,nom_passerelle
The gateway name has already been taken.,The gateway name has already been taken.,El nombre de la puerta de enlace ya ha sido tomado.,لقد تم بالفعل أخذ اسم البوابة.,Le nom de la passerelle a déjà été pris.
Payment gateway added successfully!,Payment gateway added successfully!,¡Pasarela de pago agregada exitosamente!,تمت إضافة بوابة الدفع بنجاح!,Passerelle de paiement ajoutée avec succès !
Payment gateway not found!.,Payment gateway not found!.,¡Pasarela de pago no encontrada!.,بوابة الدفع غير موجودة!.,Passerelle de paiement introuvable !.
Payment gateway Status Updated Successfully,Payment gateway Status Updated Successfully,Estado de la pasarela de pago actualizado correctamente,تم تحديث حالة بوابة الدفع بنجاح,Statut de la passerelle de paiement mis à jour avec succès
Information updated successfully!,Information updated successfully!,¡Información actualizada exitosamente!,تم تحديث المعلومات بنجاح!,Informations mises à jour avec succès !
Image upload failed! Please try again.,Image upload failed! Please try again.,¡La carga de la imagen falló! Inténtalo de nuevo.,فشل تحميل الصورة! حاول مرة اخرى.,Le téléchargement de l'image a échoué ! Veuillez réessayer.
Opps! Payment gateway not found!,Opps! Payment gateway not found!,¡Ups! ¡Pasarela de pago no encontrada!,انتبه! بوابة الدفع غير موجودة!,Oups ! Passerelle de paiement introuvable !
Payment gateway deleted successfully!,Payment gateway deleted successfully!,¡Pasarela de pago eliminada con éxito!,تم حذف بوابة الدفع بنجاح!,Passerelle de paiement supprimée avec succès !
Page not found!,Page not found!,¡Página no encontrada!,الصفحة غير موجودة!,Page non trouvée!
Setup Page Status Updated Successfully,Setup Page Status Updated Successfully,Estado de la página de configuración actualizado correctamente,تم تحديث حالة صفحة الإعداد بنجاح,Statut de la page de configuration mis à jour avec succès
Service item delete successfully!,Service item delete successfully!,¡Eliminación del artículo de servicio fue exitosa!,تم حذف عنصر الخدمة بنجاح!,L'article de service a été supprimé avec succès !
Category Saved Successfully!,Category Saved Successfully!,¡Categoría guardada exitosamente!,تم حفظ الفئة بنجاح!,Catégorie enregistrée avec succès !
Category Updated Successfully!,Category Updated Successfully!,¡Categoría actualizada con éxito!,تم تحديث الفئة بنجاح!,Catégorie mise à jour avec succès !
Category record not found in our system.,Category record not found in our system.,Registro de categoría no encontrado en nuestro sistema.,سجل الفئة غير موجود في نظامنا.,Enregistrement de catégorie introuvable dans notre système.
Category Status Updated Successfully,Category Status Updated Successfully,Estado de la categoría actualizado correctamente,تم تحديث حالة الفئة بنجاح,Statut de la catégorie mis à jour avec succès
Category deleted successfully!,Category deleted successfully!,¡Categoría eliminada exitosamente!,تم حذف الفئة بنجاح!,Catégorie supprimée avec succès !
Blog item added successfully!,Blog item added successfully!,¡El artículo del blog se agregó correctamente!,تمت إضافة عنصر المدونة بنجاح!,Article de blog ajouté avec succès !
Blog item updated successfully!,Blog item updated successfully!,¡El artículo del blog se actualizó correctamente!,تم تحديث عنصر المدونة بنجاح!,Article de blog mis à jour avec succès !
BLog delete successfully!,BLog delete successfully!,¡BLog se eliminó correctamente!,تم حذف المدونة بنجاح!,BLog supprimé avec succès !
Blog record not found in our system.,Blog record not found in our system.,Registro de blog no encontrado en nuestro sistema.,لم يتم العثور على سجل المدونة في نظامنا.,Enregistrement de blog introuvable dans notre système.
Blog Status Updated Successfully,Blog Status Updated Successfully,Estado del blog actualizado correctamente,تم تحديث حالة المدونة بنجاح,Statut du blog mis à jour avec succès
SMS Sending Failed! Please try again.,SMS Sending Failed! Please try again.,¡Falló el envío de SMS! Inténtalo de nuevo.,فشل إرسال الرسائل القصيرة! حاول مرة اخرى.,Échec de l'envoi du SMS ! Veuillez réessayer.
Failed to change status to active!,Failed to change status to active!,¡No se pudo cambiar el estado a activo!,فشل تغيير الحالة إلى نشطة!,Échec du changement d'état en actif !
Mark as solved success,Mark as solved success,Marcar como éxito solucionado,وضع علامة كنجاح تم حله,Marquer comme succès résolu
Charge Updated Successfully!,Charge Updated Successfully!,¡Carga actualizada exitosamente!,تم تحديث الشحن بنجاح!,Charge mise à jour avec succès !
Page added successfully!,Page added successfully!,¡Página agregada exitosamente!,تمت إضافة الصفحة بنجاح!,Page ajoutée avec succès !
admin.useful.links.index,admin.useful.links.index,admin.enlaces.útiles.index,admin.useful.links.index,admin.useful.links.index
Page updated successfully!,Page updated successfully!,¡Página actualizada exitosamente!,تم تحديث الصفحة بنجاح!,Page mise à jour avec succès !
Page record not found in our system.,Page record not found in our system.,Registro de página no encontrado en nuestro sistema.,سجل الصفحة غير موجود في نظامنا.,Enregistrement de page introuvable dans notre système.
Page Status Updated Successfully,Page Status Updated Successfully,Estado de la página actualizado correctamente,تم تحديث حالة الصفحة بنجاح,Statut de la page mis à jour avec succès
Page deleted successfully!,Page deleted successfully!,¡Página eliminada exitosamente!,تم حذف الصفحة بنجاح!,Page supprimée avec succès !
Opps! User not exists,Opps! User not exists,¡Ups! El usuario no existe,انتبه! المستخدم غير موجود,Oups ! L'utilisateur n'existe pas
Mail successfully sended,Mail successfully sended,Correo enviado exitosamente,تم إرسال البريد بنجاح,Mail envoyé avec succès
Profile Information Updated Successfully!,Profile Information Updated Successfully!,¡Información de perfil actualizada con éxito!,تم تحديث معلومات الملف الشخصي بنجاح!,Les informations de profil ont été mises à jour avec succès !
User KYC successfully approved,User KYC successfully approved,Usuario KYC aprobado exitosamente,تمت الموافقة على KYC للمستخدم بنجاح,L'utilisateur KYC a été approuvé avec succès
User KYC information not found,User KYC information not found,Información KYC del usuario no encontrada,لم يتم العثور على معلومات KYC الخاصة بالمستخدم,Informations KYC de l'utilisateur introuvables
User KYC information is rejected,User KYC information is rejected,La información KYC del usuario es rechazada,تم رفض معلومات KYC الخاصة بالمستخدم,Les informations KYC de l'utilisateur sont rejetées
User do not have sufficient balance,User do not have sufficient balance,El usuario no tiene saldo suficiente,المستخدم ليس لديه رصيد كافي,L'utilisateur n'a pas de solde suffisant
Transaction success,Transaction success,Éxito de la transacción,نجاح الصفقة,Succès des transactions
Ops! Failed To Upload Image.,Ops! Failed To Upload Image.,¡Ops! No se pudo cargar la imagen.,العمليات! فشل تحميل الصورة.,Opérations ! Échec du téléchargement de l'image.
Card API Has Been Updated.,Card API Has Been Updated.,La API de la tarjeta ha sido actualizada.,تم تحديث واجهة برمجة تطبيقات البطاقة.,L'API de la carte a été mise à jour.
Basic settings not found!,Basic settings not found!,¡No se encontraron configuraciones básicas!,لم يتم العثور على الإعدادات الأساسية!,Paramètres de base introuvables !
Basic settings updated successfully!,Basic settings updated successfully!,¡La configuración básica se actualizó correctamente!,تم تحديث الإعدادات الأساسية بنجاح!,Paramètres de base mis à jour avec succès !
You have to configure your system mail first.,You have to configure your system mail first.,Primero debe configurar el correo de su sistema.,يجب عليك تكوين بريد النظام الخاص بك أولاً.,Vous devez d'abord configurer votre messagerie système.
Please setup KYC field first. Go to [Setup KYC] page from sidebar,Please setup KYC field first. Go to [Setup KYC] page from sidebar,Primero configure el campo KYC. Vaya a la página [Configurar KYC] desde la barra lateral,يرجى إعداد حقل KYC أولاً. انتقل إلى صفحة [Setup KYC] من الشريط الجانبي,Veuillez d'abord configurer le champ KYC. Accédez à la page [Configurer KYC] dans la barre latérale
Basic settings Status Updated Successfully,Basic settings Status Updated Successfully,Configuración básica Estado actualizado con éxito,تم تحديث حالة الإعدادات الأساسية بنجاح,Paramètres de base Statut mis à jour avec succès
Basic setting not found! Please run database seeder,Basic setting not found! Please run database seeder,¡Configuración básica no encontrada! Por favor ejecute el sembrador de base de datos,لم يتم العثور على الإعداد الأساسي! الرجاء تشغيل بذارة قاعدة البيانات,Paramètre de base introuvable ! Veuillez exécuter le semoir de base de données
No changes to update.,No changes to update.,No hay cambios para actualizar.,لا توجد تغييرات للتحديث.,Aucune modification à mettre à jour.
Image assets updated successfully!.,Image assets updated successfully!.,Recursos de imagen actualizados exitosamente.,تم تحديث أصول الصورة بنجاح!.,Les éléments d'image ont été mis à jour avec succès !.
SEO information updated successfully!,SEO information updated successfully!,¡Información SEO actualizada con éxito!,تم تحديث معلومات تحسين محركات البحث (SEO) بنجاح!,Informations SEO mises à jour avec succès !
options,options,opciones,خيارات,choix
Enable,Enable,Permitir,يُمكَِن,Activer
Disable,Disable,Desactivar,إبطال,Désactiver
label,label,etiqueta,ملصق,étiquette
Language Code,Language Code,Código de lenguaje,رمز اللغة,Code de langue
Direction,Direction,Dirección,اتجاه,Direction
LTR,LTR,LTR,لتر,LTR
RTL,RTL,RTL,من اليمين إلى اليسار,RTL
Language Name,Language Name,Nombre del lenguaje,اسم اللغة,Nom de la langue
Code,Code,Código,شفرة,Code
Symbol,Symbol,Símbolo,رمز,Symbole
